,property_price
48314,170000.0
48319,260000.0
48320,186000.0
48321,225000.0
48327,172000.0
48368,359900.0
48383,980000.0
48427,75000.0
48500,70000.0
48501,165000.0
48502,120000.0
48514,219000.0
48515,209000.0
48519,238500.0
48521,240000.0
48522,80000.0
48523,125000.0
48527,330000.0
48532,150000.0
48533,645000.0
48534,449000.0
48538,187000.0
48551,90000.0
48552,515000.0
48558,550000.0
48561,720000.0
48562,130000.0
48565,99000.0
48581,540000.0
48587,60000.0
48588,88000.0
48589,299000.0
48591,178000.0
48592,96000.0
48596,85000.0
48597,520000.0
48598,116000.0
48601,180000.0
48611,72000.0
48621,104478.0
48622,56000.0
48624,460000.0
48627,100000.0
48640,640000.0
48642,56000.0
48644,72000.0
48645,110000.0
48647,88000.0
48648,76670.0
48671,69000.0
48672,58000.0
48703,110000.0
48704,330000.0
48716,150000.0
48723,300000.0
48731,149000.0
48732,149000.0
48733,165000.0
48734,75000.0
48756,74000.0
48757,113000.0
48759,160000.0
48760,155000.0
48762,210000.0
48775,149500.0
48776,138000.0
48781,156000.0
48892,270000.0
48917,380000.0
48919,650000.0
48928,285000.0
48988,690000.0
48989,735000.0
49016,285000.0
49120,490000.0
49126,240000.0
49380,43000.0
49382,35000.0
49383,88000.0
49384,42000.0
49385,115000.0
49387,68000.0
49388,86000.0
49389,68000.0
49417,88500.0
49419,84000.0
49420,170000.0
49421,185000.0
49444,180000.0
49446,138000.0
49449,95000.0
49451,70387.0
49452,94000.0
49453,339000.0
49454,680000.0
49455,140000.0
49456,89900.0
49459,50375.0
49463,480000.0
49465,440000.0
49467,99900.0
49468,105000.0
49471,125000.0
49473,165000.0
49474,125000.0
49475,79000.0
49477,185000.0
49480,82000.0
49481,122965.0
49483,200000.0
49497,280000.0
49498,198000.0
49500,179000.0
49501,135000.0
49502,90000.0
49503,140000.0
49505,280000.0
49506,340000.0
49508,85000.0
49511,319900.0
49512,316242.0
49515,225000.0
49518,440000.0
49520,490000.0
49523,1580000.0
49526,135000.0
49527,275000.0
49528,198000.0
49531,300000.0
49533,230000.0
49534,740000.0
49611,145000.0
49612,85000.0
49614,140000.0
49619,295000.0
49620,97900.0
49622,90000.0
49625,160000.0
49628,180000.0
49631,670000.0
49640,179000.0
49641,84000.0
49687,205000.0
49688,489000.0
49691,114000.0
49692,700000.0
49693,399000.0
49695,105000.0
49697,640000.0
49703,125000.0
49704,135000.0
49707,1590000.0
49708,150000.0
49709,750000.0
49710,630000.0
49712,430000.0
49713,119000.0
49714,74685.0
49715,87000.0
49716,293000.0
49717,84000.0
49720,293000.0
49724,84000.0
49727,120000.0
49729,75000.0
49730,48000.0
49732,199000.0
49737,140000.0
49739,110000.0
49741,83000.0
49742,79000.0
49745,130000.0
49746,195000.0
49748,260000.0
49750,59000.0
49751,265000.0
49753,89000.0
49754,84000.0
49755,65900.0
49760,160000.0
49761,67000.0
49799,74000.0
49800,159000.0
49807,137700.0
49808,108000.0
49809,99000.0
49810,76500.0
49817,135000.0
49818,223000.0
49820,135000.0
49822,89000.0
49826,390000.0
49829,65000.0
49835,39000.0
49837,83000.0
49846,145000.0
49847,182000.0
49848,179500.0
49850,145000.0
49851,56000.0
49852,149900.0
49853,99900.0
49854,105900.0
49871,1120000.0
49876,220000.0
49881,139900.0
49882,83500.0
49884,162000.0
49886,95000.0
49889,110000.0
49890,71785.0
49893,170000.0
49894,116000.0
49897,87475.0
49898,184000.0
49899,120000.0
49900,145000.0
49905,100000.0
49956,215000.0
49957,98000.0
49958,148000.0
49959,59900.0
49962,59000.0
49963,95000.0
49964,159900.0
49966,135000.0
50106,165000.0
50391,52000.0
50392,89500.0
50403,120000.0
50412,55000.0
50415,102000.0
50419,87000.0
50422,75000.0
50425,26500.0
50449,125000.0
50450,91795.0
50465,60000.0
50468,44330.0
50469,105000.0
50474,65000.0
50476,65000.0
50479,67500.0
50487,500000.0
50497,68000.0
50498,42000.0
50499,67000.0
50501,57000.0
50502,30400.0
50507,97499.0
50515,104900.0
50516,99950.0
50517,138000.0
50518,88000.0
50530,54500.0
50531,82000.0
50533,66000.0
50546,70000.0
50547,65000.0
50577,152000.0
50578,126000.0
50579,123000.0
50583,100000.0
50584,99500.0
50585,130000.0
50586,95000.0
50589,82000.0
50591,98000.0
50593,129000.0
50596,87000.0
50598,125000.0
50599,389000.0
50600,97000.0
50602,164000.0
50604,158000.0
50606,139900.0
50609,89000.0
50611,86000.0
50633,158000.0
50634,179900.0
50635,99000.0
50639,174900.0
50640,149000.0
50641,95000.0
50642,66900.0
50643,169000.0
50647,79000.0
50648,175000.0
50673,110000.0
50676,185000.0
50677,152268.0
50678,99000.0
50682,120762.0
50684,129900.0
50685,125000.0
50686,149900.0
50687,144900.0
50689,115900.0
50690,65000.0
50693,126000.0
50695,120000.0
50697,195000.0
50698,109000.0
50700,59000.0
50708,84900.0
50709,159900.0
50744,54900.0
50765,59000.0
50766,79000.0
50767,104000.0
50769,79900.0
50770,117900.0
50771,116900.0
50772,125000.0
50773,113900.0
50774,115000.0
50775,119900.0
50777,129800.0
50779,110000.0
50781,45000.0
50794,110000.0
50796,120000.0
50797,105000.0
50798,148000.0
50826,80000.0
50828,100000.0
50829,135000.0
50871,145000.0
50902,120000.0
50924,430000.0
50925,240800.0
50927,276900.0
50928,80000.0
50930,290000.0
50931,139000.0
50932,250000.0
50934,118000.0
50937,170000.0
50938,142000.0
50939,158000.0
50942,129900.0
50946,163000.0
50949,89500.0
50952,300000.0
50958,210000.0
50963,290000.0
50964,142500.0
50966,179000.0
50969,109900.0
50991,77000.0
50992,84900.0
50993,350000.0
50996,170000.0
50997,168500.0
50998,570000.0
51001,169990.0
51002,130000.0
51019,95000.0
51035,280000.0
51039,160000.0
51040,95000.0
51042,300000.0
51044,189900.0
51046,220000.0
51053,253000.0
51054,230000.0
51055,125000.0
51056,98000.0
51057,253000.0
51058,198000.0
51059,169000.0
51060,229900.0
51062,79900.0
51063,144000.0
51064,150000.0
51065,169900.0
51066,175000.0
51070,137000.0
51071,137000.0
51119,115000.0
51123,205000.0
51124,249500.0
51125,122000.0
51126,118000.0
51130,140000.0
51133,104990.0
51134,122000.0
51139,339000.0
51141,182000.0
51143,179400.0
51144,209900.0
51147,197400.0
51160,465000.0
51162,168000.0
51163,169000.0
51164,205000.0
51165,85000.0
51166,230000.0
51168,148000.0
51169,318000.0
51205,52000.0
51208,169500.0
51209,75000.0
51210,259000.0
51211,115900.0
51212,190000.0
51213,120000.0
51215,149000.0
51287,165000.0
51289,130000.0
51302,344900.0
51303,440000.0
51304,139990.0
51315,395000.0
51316,545000.0
51317,390000.0
51318,285000.0
51320,1900000.0
51321,480000.0
51345,359000.0
51347,449000.0
51348,338000.0
51351,357000.0
51352,430000.0
51353,359900.0
51380,235000.0
51382,550000.0
51383,320000.0
51385,290000.0
51386,175000.0
51395,150000.0
51398,194900.0
51399,300000.0
51401,289000.0
51402,150000.0
51463,225000.0
51466,219000.0
51470,360000.0
51476,167900.0
51477,179000.0
51478,430000.0
51496,260000.0
51497,98000.0
51498,229900.0
51500,219900.0
51502,355000.0
51544,63000.0
51552,415000.0
51554,569000.0
51561,780000.0
51563,470000.0
51564,545000.0
51572,779000.0
51574,890000.0
51576,1200000.0
51578,850000.0
51579,595000.0
51594,449500.0
51595,370000.0
51597,235000.0
51629,450000.0
51630,450000.0
51655,1600000.0
51669,189000.0
51691,187000.0
51692,359000.0
51772,56000.0
51773,46000.0
51774,56900.0
51803,139000.0
51808,349000.0
51810,150000.0
51834,105000.0
51836,99000.0
51842,145000.0
51845,50000.0
51852,259900.0
51853,155000.0
51854,570000.0
51855,570000.0
51861,215000.0
51862,165000.0
51864,102000.0
51886,140000.0
51890,219000.0
51896,46000.0
51898,160000.0
51903,168000.0
51906,120000.0
51926,198000.0
51927,139000.0
51928,460000.0
51929,139500.0
51930,180000.0
51934,1100000.0
51936,180000.0
51963,230000.0
51966,265000.0
51967,268500.0
51969,160000.0
52026,329900.0
52059,114000.0
52065,109000.0
52070,105000.0
52073,366900.0
52075,67000.0
52076,89900.0
52081,350000.0
52083,108000.0
52086,208000.0
52089,120000.0
52093,159000.0
52094,280000.0
52097,165000.0
52099,120000.0
52110,890000.0
52113,450000.0
52116,100000.0
52119,94550.0
52120,42000.0
52127,225000.0
52130,72000.0
52131,65000.0
52138,370000.0
52141,83700.0
52142,105000.0
52152,242000.0
52156,295000.0
52239,629000.0
52240,175000.0
52241,420000.0
52243,149000.0
52244,233835.0
52245,125034.0
52246,139375.0
52247,250000.0
52248,139375.0
52250,91425.0
52252,490000.0
52253,160805.0
52257,299000.0
52267,139000.0
52268,690000.0
52270,430000.0
52271,338000.0
52276,63500.0
52281,120000.0
52282,340000.0
52283,135000.0
52286,94875.0
52288,190000.0
52290,79000.0
52294,85000.0
52295,87000.0
52313,199900.0
52331,370000.0
52333,250000.0
52334,350000.0
52335,370000.0
52370,134000.0
52372,265000.0
52373,70000.0
52375,95000.0
52377,65000.0
52382,134000.0
52384,120000.0
52385,300000.0
52390,69900.0
52392,129000.0
52393,335000.0
52394,260000.0
52395,87000.0
52397,82000.0
52399,100000.0
52461,72000.0
52462,215000.0
52463,67000.0
52464,150000.0
52468,96000.0
52469,145000.0
52472,53000.0
52480,210000.0
52482,98000.0
52483,60000.0
52485,89000.0
52486,72000.0
52488,129000.0
52491,270000.0
52492,799000.0
52497,49800.0
52498,150000.0
52570,69900.0
52572,59000.0
52584,85000.0
52585,145000.0
52586,175000.0
52594,154000.0
52595,75000.0
52597,125000.0
52604,200000.0
52605,394000.0
52606,185000.0
52607,157000.0
52609,115000.0
52614,248000.0
52626,162000.0
52629,190000.0
52630,210000.0
52631,109000.0
52632,83000.0
52635,125000.0
52636,298000.0
52637,360000.0
52645,59000.0
52646,129500.0
52647,136000.0
52648,85000.0
52649,90000.0
52650,199000.0
52651,180000.0
52882,99900.0
52883,980000.0
52931,268000.0
52935,560000.0
53023,465000.0
53024,225000.0
53025,170000.0
53076,255000.0
53307,179000.0
53344,79200.0
53345,126100.0
53350,104000.0
53352,206500.0
53353,109900.0
53354,134900.0
53356,208500.0
53358,219500.0
53361,125000.0
53362,79800.0
53381,180000.0
53382,289000.0
53383,140000.0
53385,200000.0
53386,212000.0
53388,178000.0
53389,181000.0
53390,217000.0
53391,168000.0
53392,150000.0
53393,225000.0
53394,132000.0
53395,178000.0
53396,520000.0
53397,169000.0
53403,119000.0
53407,225000.0
53408,115000.0
53410,175000.0
53413,219000.0
53414,60000.0
53420,55000.0
53422,220000.0
53426,85000.0
53427,89500.0
53429,295000.0
53430,49500.0
53431,99000.0
53433,109500.0
53436,183000.0
53437,59000.0
53447,240000.0
53451,430000.0
53452,99900.0
53455,240000.0
53460,95000.0
53461,339000.0
53462,940000.0
53464,250000.0
53465,115000.0
53470,319000.0
53474,93000.0
53476,92000.0
53483,90000.0
53484,145000.0
53486,89900.0
53487,120000.0
53488,92000.0
53499,490000.0
53500,85000.0
53502,92500.0
53503,158000.0
53505,125000.0
53506,106000.0
53507,820000.0
53509,98000.0
53512,120000.0
53513,400000.0
53514,250000.0
53517,109000.0
53519,250000.0
53525,100000.0
53526,105553.0
53527,96000.0
53528,120000.0
53530,205000.0
53532,180000.0
53535,115000.0
53536,149000.0
53537,950000.0
53538,104900.0
53539,150000.0
53542,120000.0
53547,420000.0
53549,123000.0
53550,83000.0
53552,195000.0
53554,89000.0
53560,319000.0
53579,58000.0
53645,48300.0
53646,124200.0
53647,140000.0
53648,116000.0
53649,68400.0
53650,130500.0
53651,126000.0
53653,123000.0
53657,128700.0
53662,54990.0
53665,127800.0
53667,285000.0
53668,90000.0
53672,165000.0
53673,629000.0
53674,690000.0
53675,79500.0
53676,120000.0
53677,108000.0
53678,499000.0
53680,109900.0
53681,185000.0
53683,530000.0
53685,115000.0
53686,143900.0
53689,189800.0
53692,380000.0
53693,1390000.0
53695,450000.0
53696,147900.0
53699,275000.0
53700,220000.0
53701,265000.0
53704,100000.0
53709,245000.0
53710,257000.0
53712,79900.0
53713,89900.0
53714,152000.0
53715,150000.0
53716,550000.0
53717,219000.0
53718,265000.0
53720,148900.0
53722,143000.0
53725,270000.0
53727,134900.0
53728,144900.0
53732,369000.0
53734,91700.0
53735,109900.0
53736,460000.0
53737,149000.0
53738,120000.0
53739,145900.0
53740,199800.0
53741,90000.0
53743,105000.0
53745,239000.0
53748,130000.0
53749,70000.0
53769,160000.0
53771,69500.0
53794,159000.0
53796,330000.0
53798,375000.0
53799,195000.0
53802,345000.0
53810,240000.0
53812,390000.0
53818,83000.0
53819,135000.0
53820,149000.0
53822,95000.0
53823,120000.0
53824,180000.0
53825,75000.0
53827,180000.0
53831,169000.0
53836,113000.0
53837,159900.0
53838,120000.0
53839,95000.0
53840,83500.0
53841,110000.0
53842,84000.0
53852,66000.0
53853,230000.0
53854,53000.0
53857,140000.0
53862,118000.0
53863,119000.0
53864,72000.0
53866,78000.0
53867,267700.0
53868,62000.0
53869,79000.0
53870,170000.0
53871,450000.0
53873,169000.0
53874,290000.0
53877,115000.0
53879,76000.0
53882,113000.0
53885,155000.0
53886,90000.0
53888,110000.0
53889,210000.0
53890,79900.0
53891,98900.0
53895,260000.0
53896,68400.0
53897,430000.0
53898,315000.0
53900,169000.0
53901,117000.0
53902,85000.0
53904,80000.0
53907,99000.0
53909,63000.0
53911,129900.0
53912,95000.0
53913,90000.0
53914,83000.0
53916,58000.0
53922,138000.0
53923,140000.0
53924,72000.0
53960,73500.0
53970,102000.0
53975,145000.0
53977,148600.0
53978,151000.0
53979,171000.0
53980,95000.0
53981,127000.0
53982,337900.0
53984,98000.0
53992,195000.0
53995,107000.0
53996,67000.0
54000,85000.0
54001,58500.0
54002,70000.0
54005,91000.0
54007,49900.0
54008,85000.0
54009,93000.0
54011,105900.0
54012,120000.0
54014,79900.0
54015,135000.0
54017,95000.0
54018,169900.0
54019,91500.0
54020,295000.0
54022,92183.0
54024,62500.0
54025,101595.0
54026,55000.0
54027,103627.0
54028,65000.0
54029,94069.0
54030,99714.0
54055,390000.0
54058,265000.0
54061,780000.0
54063,1080000.0
54068,380000.0
54072,95000.0
54073,98000.0
54074,47000.0
54078,115000.0
54079,99000.0
54082,135000.0
54086,94900.0
54088,135000.0
54089,250000.0
54092,135000.0
54153,147800.0
54154,82000.0
54155,220000.0
54156,193300.0
54158,206800.0
54159,107850.0
54161,159000.0
54163,69000.0
54165,69000.0
54167,149000.0
54168,130000.0
54263,520000.0
54288,270000.0
54328,70000.0
54331,176000.0
54336,240800.0
54338,159500.0
54340,139500.0
54342,249000.0
54344,557000.0
54347,53900.0
54349,178000.0
54355,230000.0
54360,690000.0
54361,125000.0
54362,335000.0
54363,255000.0
54368,310000.0
54371,285000.0
54379,55000.0
54380,114900.0
54385,75000.0
54388,205000.0
54392,85900.0
54393,169900.0
54394,94000.0
54395,169900.0
54401,180000.0
54404,285000.0
54425,209000.0
54432,156000.0
54434,75000.0
54435,320000.0
54482,550000.0
54497,320000.0
54541,188000.0
54555,80000.0
54556,68000.0
54558,560000.0
54559,72000.0
54564,39900.0
54565,198000.0
54567,176120.0
54570,115000.0
54571,182700.0
54572,188800.0
54573,146000.0
54581,358000.0
54585,159500.0
54589,160000.0
54591,1400000.0
54595,1400000.0
54606,110000.0
54608,130000.0
54609,2100000.0
54610,410000.0
54611,159000.0
54612,220000.0
54614,76000.0
54629,498000.0
54631,180000.0
54632,200000.0
54634,155000.0
54636,177000.0
54637,83000.0
54638,128000.0
54640,160000.0
54643,340000.0
54646,199900.0
54656,92000.0
54657,155000.0
54660,498000.0
54667,49000.0
54675,40000.0
54681,130000.0
54686,75000.0
54741,99500.0
54746,145000.0
54747,148000.0
54847,210000.0
54848,159900.0
54849,79000.0
54886,150000.0
54896,99500.0
54897,120000.0
54899,130000.0
54901,173000.0
54903,445000.0
54922,66000.0
54926,125000.0
54930,84000.0
54932,120000.0
54974,112000.0
54979,170000.0
54980,166000.0
54981,140000.0
54982,135000.0
54985,172000.0
54986,42000.0
54987,420000.0
54991,120000.0
54995,154900.0
54999,335000.0
55000,115000.0
55002,138000.0
55004,98000.0
55005,135000.0
55008,490000.0
55015,157000.0
55016,980000.0
55018,115000.0
55019,117000.0
55024,98000.0
55025,160000.0
55026,182000.0
55031,395000.0
55033,145000.0
55035,326000.0
55037,140000.0
55039,95526.0
55049,180000.0
55167,198000.0
55169,319000.0
55172,175000.0
55173,69500.0
55174,290000.0
55175,825000.0
55176,760000.0
55177,155000.0
55178,825000.0
55179,197500.0
55180,600000.0
55181,799000.0
55185,300000.0
55186,179000.0
55192,148000.0
55195,175000.0
55321,210000.0
55325,85000.0
55333,118000.0
55338,434900.0
55342,157000.0
55343,252000.0
55344,600000.0
55347,105000.0
55348,89000.0
55354,80000.0
55357,170000.0
55361,108000.0
55364,175000.0
55367,115000.0
55368,450000.0
55371,84000.0
55372,85000.0
55373,145000.0
55374,87000.0
55376,119000.0
55378,295000.0
55381,60000.0
55382,138000.0
55383,205000.0
55390,268000.0
55391,69000.0
55396,98000.0
55397,92000.0
55404,175000.0
55406,72000.0
55427,335000.0
55480,72000.0
55518,229000.0
55520,230000.0
55521,210000.0
55524,53000.0
55531,60000.0
55540,109000.0
55541,185000.0
55545,79000.0
55551,73940.0
55554,120256.0
55555,107322.0
55560,800000.0
55562,282000.0
55563,150000.0
55568,57000.0
55591,615000.0
55607,490000.0
55610,165000.0
55615,119538.0
55616,69000.0
55617,98000.0
55618,249000.0
55623,250000.0
55625,130725.0
55629,112094.0
55630,133090.0
55632,118929.0
55633,117779.0
55637,160000.0
55638,115000.0
55639,125000.0
55640,390000.0
55643,130000.0
55644,88000.0
55649,159000.0
55650,749000.0
55715,75000.0
55717,260000.0
55720,200000.0
55721,140000.0
55723,190000.0
55725,130000.0
55726,149000.0
55728,118000.0
55748,118000.0
55783,53000.0
55793,135000.0
55794,89000.0
55801,75000.0
55816,128000.0
55818,155000.0
55819,184900.0
55827,42000.0
55828,45000.0
55830,95000.0
55831,85000.0
55832,85000.0
55834,159900.0
55876,260000.0
55905,260000.0
55910,649000.0
55935,330000.0
56077,93000.0
56079,105000.0
56080,105000.0
56081,10500.0
56092,92000.0
56094,107000.0
56095,195000.0
56101,132000.0
56104,183000.0
56105,185000.0
56106,99800.0
56108,145900.0
56113,139000.0
56114,199000.0
56121,570000.0
56126,240000.0
56131,200000.0
56132,285000.0
56133,585000.0
56136,720000.0
56137,175000.0
56138,350000.0
56139,375000.0
56140,125000.0
56141,194000.0
56143,215000.0
56144,108000.0
56145,279000.0
56212,179000.0
56213,265000.0
56214,119000.0
56215,325000.0
56216,95000.0
56219,90000.0
56220,560000.0
56221,198000.0
56224,359000.0
56225,134900.0
56232,118000.0
56252,499000.0
56255,99000.0
56256,89400.0
56257,318000.0
56265,133000.0
56273,175000.0
56277,149000.0
56278,279900.0
56283,97914.0
56285,180000.0
56286,143900.0
56287,134985.0
56288,287000.0
56289,449000.0
56291,68900.0
56293,84900.0
56294,140000.0
56315,84900.0
56316,99000.0
56319,110000.0
56320,89000.0
56323,97000.0
56324,105000.0
56325,162000.0
56327,168900.0
56329,125000.0
56335,249000.0
56336,260000.0
56340,115000.0
56341,56900.0
56342,65000.0
56343,139900.0
56344,75000.0
56345,196000.0
56346,209900.0
56347,226000.0
56348,99000.0
56350,99000.0
56353,87000.0
56354,98500.0
56367,198900.0
56368,134900.0
56369,139900.0
56449,335000.0
56450,150000.0
56455,175000.0
56456,180000.0
56459,130000.0
56460,59000.0
56462,77000.0
56471,87999.0
56478,268000.0
56479,129700.0
56488,37900.0
56497,109900.0
56558,83000.0
56559,55000.0
56561,84000.0
56562,99000.0
56563,125000.0
56591,135000.0
56592,270000.0
56595,109000.0
56597,139000.0
56599,150000.0
56607,83000.0
56615,57000.0
56648,460000.0
56651,150000.0
56654,160000.0
56657,149000.0
56658,280000.0
56659,68000.0
56660,1230000.0
56712,730000.0
56714,109800.0
56715,450000.0
56728,53000.0
56729,120000.0
56741,550000.0
56744,899000.0
56746,380000.0
56747,85000.0
56750,77000.0
56751,71000.0
56752,105000.0
56761,35900.0
56765,55000.0
56771,85990.0
56777,89000.0
56778,87000.0
56781,115000.0
56785,135500.0
56791,165000.0
56798,89000.0
56799,95000.0
56805,315000.0
56857,159000.0
56858,280000.0
56883,60000.0
56886,97000.0
56890,395000.0
56900,60000.0
56901,65000.0
56973,309900.0
56975,75000.0
56976,45000.0
56977,104000.0
56981,129900.0
56983,280000.0
56984,92000.0
57031,149500.0
57032,188000.0
57033,259000.0
57034,330000.0
57035,90000.0
57036,68000.0
57037,137700.0
57038,135000.0
57051,290000.0
57111,54900.0
57112,98000.0
57115,93000.0
57117,105000.0
57265,150000.0
57266,170000.0
57268,100000.0
57269,170000.0
57270,50000.0
57348,93000.0
57349,125000.0
57350,94600.0
57351,77000.0
57353,99000.0
57367,75000.0
57368,130000.0
57375,68000.0
57376,73000.0
57379,66200.0
57381,83000.0
57383,78000.0
57386,150000.0
57391,98500.0
57392,198000.0
57393,157500.0
57394,229000.0
57396,315900.0
57403,149300.0
57439,275000.0
57444,55000.0
57449,165000.0
57451,111419.0
57461,700000.0
57462,155000.0
57463,94000.0
57465,120000.0
57468,110000.0
57473,109000.0
57475,129000.0
57478,400000.0
57484,850000.0
57487,125000.0
57489,98000.0
57491,83000.0
57496,161000.0
57498,145000.0
57499,250000.0
57502,640000.0
57503,86000.0
57504,400000.0
57506,180000.0
57508,89000.0
57509,126000.0
57511,205000.0
57512,165000.0
57514,250000.0
57515,100000.0
57516,190000.0
57520,89500.0
57521,159000.0
57522,110000.0
57523,290000.0
57526,115000.0
57528,110000.0
57530,240000.0
57536,175000.0
57539,470000.0
57541,1300000.0
57542,129000.0
57551,190000.0
57552,136999.0
57553,109999.0
57555,205000.0
57557,245000.0
57558,490000.0
57559,275000.0
57694,80000.0
57695,139000.0
57696,75000.0
57697,169900.0
57698,440000.0
57699,350000.0
57704,235000.0
57707,156000.0
57708,290000.0
57712,90000.0
57715,194800.0
57717,980000.0
57723,240000.0
57725,80000.0
57728,199000.0
57731,1150000.0
57734,1080000.0
57735,200000.0
57737,470000.0
57738,110000.0
57740,419000.0
57741,380000.0
57742,258000.0
57744,720000.0
57789,55000.0
57792,189000.0
57796,75000.0
57878,62000.0
57882,105000.0
57883,160000.0
57886,1190000.0
57889,385000.0
57891,72000.0
57892,97000.0
57899,210000.0
57900,95000.0
57903,140000.0
57907,680000.0
57908,290000.0
57909,129900.0
57911,420000.0
57919,395000.0
57923,149900.0
57924,117000.0
57926,75000.0
57927,95000.0
57928,139000.0
57929,449500.0
57932,105000.0
57954,140000.0
57956,175000.0
57957,120000.0
57961,90000.0
57963,320000.0
57965,90000.0
57967,118000.0
57973,158000.0
57975,175000.0
57976,119000.0
57978,185000.0
57980,135000.0
57981,123500.0
57984,225500.0
57987,229000.0
57988,150000.0
57989,190000.0
57991,164000.0
57992,175000.0
57993,163800.0
57995,349000.0
57997,128000.0
57998,329000.0
57999,262300.0
58001,256600.0
58004,82900.0
58005,53000.0
58006,398000.0
58011,89000.0
58014,160000.0
58015,45600.0
58018,150000.0
58031,154500.0
58032,43500.0
58035,62000.0
58039,198000.0
58040,81700.0
58044,390000.0
58057,225000.0
58058,139000.0
58060,238000.0
58062,140000.0
58065,89000.0
58066,110000.0
58067,380000.0
58191,410000.0
58193,190000.0
58196,85000.0
58239,105000.0
58265,165000.0
58268,225000.0
58289,250000.0
58311,55000.0
58325,148000.0
58327,110000.0
58328,190000.0
58329,144900.0
58334,120000.0
58335,138000.0
58337,78000.0
58340,175000.0
58341,390000.0
58342,124000.0
58344,66000.0
58345,147900.0
58347,147000.0
58352,55000.0
58354,58000.0
58355,109000.0
58362,53000.0
58395,990000.0
58397,350000.0
58401,305000.0
58402,820000.0
58410,55000.0
58413,77000.0
58420,235000.0
58422,99000.0
58423,99000.0
58424,177000.0
58425,235000.0
58429,90000.0
58430,268000.0
58437,149000.0
58441,130000.0
58444,95000.0
58447,177000.0
58448,128500.0
58452,145000.0
58590,89000.0
58591,130000.0
58592,67200.0
58593,67200.0
58599,118000.0
58603,110000.0
58608,209000.0
58610,70000.0
58611,100000.0
58612,199000.0
58613,99000.0
58617,122000.0
58619,109900.0
58621,212000.0
58622,239000.0
58623,417000.0
58624,120000.0
58625,115000.0
58629,108000.0
58630,119000.0
58631,68000.0
58635,219000.0
58636,119000.0
58637,136000.0
58638,55000.0
58723,198000.0
58727,385000.0
58728,265000.0
58729,99000.0
58730,384000.0
58733,75500.0
58734,140000.0
58738,95000.0
58739,189900.0
58740,248000.0
58741,245000.0
58750,170000.0
58751,289000.0
58752,129000.0
58754,385000.0
58755,80500.0
58758,70000.0
58759,73000.0
58760,205000.0
58761,115000.0
58762,165000.0
58907,420000.0
58917,309000.0
58932,399900.0
59073,95000.0
59089,93000.0
59090,219900.0
59091,105000.0
59092,98000.0
59093,169900.0
59095,134999.0
59096,220000.0
59099,76000.0
59100,249900.0
59109,136160.0
59110,135000.0
59111,148000.0
59113,109000.0
59114,148000.0
59116,290000.0
59118,124000.0
59121,300000.0
59125,135000.0
59127,155000.0
59129,79000.0
59130,130000.0
59132,81000.0
59133,75000.0
59134,105000.0
59135,108000.0
59136,235000.0
59140,215000.0
59141,110000.0
59142,89000.0
59146,145000.0
59147,220000.0
59148,158000.0
59150,150000.0
59151,185000.0
59153,450000.0
59154,150000.0
59158,208000.0
59159,118000.0
59160,177000.0
59161,94900.0
59164,145000.0
59166,320000.0
59167,260000.0
59169,93000.0
59170,107000.0
59197,245000.0
59198,174000.0
59199,184000.0
59202,260000.0
59204,650000.0
59205,174900.0
59209,74000.0
59211,85000.0
59212,279000.0
59213,115000.0
59215,280000.0
59217,135000.0
59219,270000.0
59220,129000.0
59255,63000.0
59279,480000.0
59283,70000.0
59284,163000.0
59286,239000.0
59287,148000.0
59296,95000.0
59297,85000.0
59299,57900.0
59300,220000.0
59301,299900.0
59302,125000.0
59304,72000.0
59305,242000.0
59306,110000.0
59307,195000.0
59308,158000.0
59309,82000.0
59310,65000.0
59311,126500.0
59313,250000.0
59314,75000.0
59315,123000.0
59326,92000.0
59327,165000.0
59344,77500.0
59347,209000.0
59348,185000.0
59349,179000.0
59350,235000.0
59353,400000.0
59355,60000.0
59363,92000.0
59364,110000.0
59365,493000.0
59366,100000.0
59367,490000.0
59369,170000.0
59370,234000.0
59379,66500.0
59380,60000.0
59381,90720.0
59382,45790.0
59384,70000.0
59386,152274.0
59388,68193.0
59389,93047.0
59391,198000.0
59394,182000.0
59395,84000.0
59396,69000.0
59397,179000.0
59398,78862.0
59399,138000.0
59401,117000.0
59402,140115.0
59403,339000.0
59404,89865.0
59405,153000.0
59419,289000.0
59420,85000.0
59421,75000.0
59424,185000.0
59425,185000.0
59433,105000.0
59497,98000.0
59499,72100.0
59502,100000.0
59645,100000.0
59647,112000.0
59677,85000.0
59680,179000.0
59681,215000.0
59694,72900.0
59695,95000.0
59696,165000.0
59697,48000.0
59698,130000.0
59700,155000.0
59731,700000.0
59735,139000.0
59736,280000.0
59737,192000.0
59740,97850.0
59741,87000.0
59742,199000.0
59744,270000.0
59748,220000.0
59753,120000.0
59757,154000.0
59760,480000.0
59762,480000.0
59763,169800.0
59769,130000.0
59772,187000.0
59773,127500.0
59776,114000.0
59777,580000.0
59778,425000.0
59780,155000.0
59781,550000.0
59790,190000.0
59791,390000.0
59796,245000.0
59797,125000.0
59801,249000.0
59919,250000.0
59921,223500.0
59932,110000.0
59933,441000.0
59936,168000.0
59942,120000.0
59951,130180.0
59952,111230.0
59953,69000.0
59957,170700.0
59962,465000.0
59963,179000.0
59982,165001.0
60038,160000.0
60039,215000.0
60044,79990.0
60050,172000.0
60052,167000.0
60053,170000.0
60054,112500.0
